,Date,open,high,low,close,vol tick
70,2017.04.10,137458,138249,137358,137685,144781
71,2017.04.11,137632,137717,136831,136874,184219
72,2017.04.12,136855,137328,136509,136676,199752
73,2017.04.13,136602,137101,136321,136366,190818
74,2017.04.14,136392,136616,135884,135889,96683
75,2017.04.17,136205,136965,135585,136805,121116
76,2017.04.18,136747,140016,136132,139184,213284
77,2017.04.19,139166,140176,138917,139047,192116
78,2017.04.20,139045,140328,138983,140050,179050
79,2017.04.21,140049,140136,139178,139526,161434
80,2017.04.24,141767,141810,140179,140412,193574
81,2017.04.25,140404,142641,140041,142587,174564
82,2017.04.26,142536,143496,142318,142669,199675
83,2017.04.27,142652,143877,142561,143526,184026
84,2017.04.28,143526,144478,143286,144354,168128
85,2017.05.01,143851,144608,143790,144114,115562
86,2017.05.02,144094,145107,144010,144926,152857
87,2017.05.03,144819,145343,144499,145067,153643
88,2017.05.04,145010,145714,144642,145287,175834
89,2017.05.05,145276,146427,144795,146085,168278
90,2017.05.08,146644,146658,145646,146512,173213
91,2017.05.09,146509,147865,146430,147360,175660
92,2017.05.10,147353,148092,147107,147839,176624
93,2017.05.11,147839,147921,146127,146705,176045
94,2017.05.12,146705,146782,145789,145958,157740
95,2017.05.15,145755,146986,145755,146680,156430
96,2017.05.16,146683,147102,145807,146055,175377
97,2017.05.17,146049,146103,143620,143716,229681
98,2017.05.18,143716,144817,143339,144192,277988
99,2017.05.19,144204,145370,143811,144933,194737
100,2017.05.22,144297,145072,144115,144679,165353
101,2017.05.23,144660,145132,143754,144858,184347
102,2017.05.24,144832,145401,144493,144620,165514
103,2017.05.25,144620,145428,144521,144735,149761
104,2017.05.26,144728,144740,142114,142250,166110
105,2017.05.29,142300,143069,142300,142791,95286
106,2017.05.30,142794,143082,141810,142524,154470
107,2017.05.31,142524,142899,141471,142753,187119
108,2017.06.01,142754,143690,142500,143391,170442
109,2017.06.02,143393,143942,142007,142318,160899
110,2017.06.05,141876,143088,141868,142538,124261
111,2017.06.06,142413,142640,140701,141248,172035
112,2017.06.07,141167,142367,140729,142303,172954
113,2017.06.08,142303,142751,141731,142488,167794
114,2017.06.09,140174,141139,139494,140433,236074
115,2017.06.12,140199,140786,138657,139147,165474
116,2017.06.13,139030,140386,139010,140338,148829
117,2017.06.14,140284,140888,139095,139693,197345
118,2017.06.15,139685,141574,139180,141495,193321
119,2017.06.16,141462,142323,141341,141502,167543
120,2017.06.19,141477,142325,141307,142033,148412
121,2017.06.20,142021,142531,140571,140695,161465
122,2017.06.21,140721,141743,139837,141100,155478
123,2017.06.22,141100,141222,140455,141152,146534
124,2017.06.23,141145,141875,141001,141333,134373
125,2017.06.26,141527,142355,141473,142294,130818
126,2017.06.27,142232,144202,141952,143936,165553
127,2017.06.28,143913,145509,143254,145157,179361
128,2017.06.29,145126,146520,145085,145838,177395
129,2017.06.30,145791,146535,145123,146271,146170
130,2017.07.03,145769,146920,145769,146766,140243
131,2017.07.04,146619,146847,145970,146318,131973
132,2017.07.05,146218,146787,145998,146440,155993
133,2017.07.06,146465,147257,146038,146807,154374
134,2017.07.07,146707,147599,146381,146640,161727
135,2017.07.10,146648,147439,146648,146850,131131
136,2017.07.11,146821,147760,146160,146352,156351
137,2017.07.12,146248,146405,145255,145742,186035
138,2017.07.13,145742,146857,145536,146574,174717
139,2017.07.14,146506,147559,145998,147286,165356
140,2017.07.17,147316,147595,146745,147021,150616
141,2017.07.18,146954,147314,145384,146081,195240
142,2017.07.19,146124,146314,145245,145671,160071
143,2017.07.20,145688,146259,144682,145114,201277
144,2017.07.21,145114,145314,144043,144339,172019
145,2017.07.24,144251,145000,144013,144743,167390
146,2017.07.25,144723,145878,144451,145819,178915
147,2017.07.26,145819,146398,145481,145717,193533
148,2017.07.27,145717,146545,145114,145384,236711
149,2017.07.28,145384,145759,144995,145282,216882
150,2017.07.31,145226,145823,144804,145644,188784
151,2017.08.01,145643,146150,145392,145746,194083
152,2017.08.02,145599,146741,145599,146431,182139
153,2017.08.03,146379,146786,144378,144503,188514
154,2017.08.04,144505,145259,144214,144248,163862
155,2017.08.07,144282,144702,144172,144325,132817
156,2017.08.08,144319,144448,143170,143321,144396
157,2017.08.09,143315,143367,142258,143111,176810
158,2017.08.10,143111,143324,141630,141725,179521
159,2017.08.11,141661,142061,141238,141998,189701
160,2017.08.14,141708,142327,141708,142188,69493
161,2017.08.15,142188,143178,141961,142446,185941
162,2017.08.16,142362,143082,141711,142008,154921
163,2017.08.17,142014,142029,140841,140989,178217
164,2017.08.18,140994,141089,139773,140435,177275
165,2017.08.21,140521,140828,140092,140562,125574
166,2017.08.22,140511,141025,140046,140453,119008
167,2017.08.23,140482,140779,139424,139550,133918
168,2017.08.24,139507,140423,139282,140223,133919
169,2017.08.25,140195,140850,140120,140763,138503
170,2017.08.28,140983,141400,140425,141290,92717
171,2017.08.29,141238,141988,139993,141668,184146
172,2017.08.30,141598,142763,141538,142520,140803
173,2017.08.31,142520,142892,141539,142154,150836
174,2017.09.01,141850,142996,141850,142822,136451
175,2017.09.04,141908,142483,141559,141763,108635
176,2017.09.05,141763,141917,141175,141717,154466
177,2017.09.06,141747,142669,141354,142545,149209
178,2017.09.07,142545,142666,141471,142146,156018
179,2017.09.08,142146,142532,141332,142217,170986
180,2017.09.11,142590,144152,142531,144145,126144
181,2017.09.12,143971,146540,143885,146302,152634
182,2017.09.13,146302,146659,145645,145900,125570
183,2017.09.14,145900,148344,145162,147649,153742
184,2017.09.15,147635,151544,146608,150607,178470
185,2017.09.18,150540,151514,150142,150540,132956
186,2017.09.19,150540,151590,150130,150666,150540
187,2017.09.20,150666,152168,150424,151402,152487
188,2017.09.21,151402,152854,151369,152663,154628
189,2017.09.22,152663,152760,150658,151062,154343
190,2017.09.25,151322,152268,149746,150408,156265
191,2017.09.26,150406,151071,149986,151012,154057
192,2017.09.27,151007,151602,150527,150985,177569
193,2017.09.28,150989,151578,150467,150949,138446
194,2017.09.29,150949,151278,150196,150571,113136
195,2017.10.02,150406,150961,149276,149632,107559
196,2017.10.03,149632,150239,149292,149365,105653
197,2017.10.04,149365,149905,149033,149375,97875
198,2017.10.05,149375,149459,147681,147981,94246
199,2017.10.06,147981,148026,147038,147062,113471
200,2017.10.09,147272,148550,146934,148040,71486
201,2017.10.10,148040,148519,147734,148443,99409
202,2017.10.11,148443,148848,147843,148711,89468
203,2017.10.12,148711,149156,147288,148849,102187
204,2017.10.13,148847,149263,148305,148305,106102
205,2017.10.16,148555,148963,148162,148636,84792
206,2017.10.17,148636,149058,147773,147960,100953
207,2017.10.18,147960,149121,147883,149118,99455
208,2017.10.19,149118,149435,147888,148034,121631
209,2017.10.20,148034,149824,147983,149667,117958
210,2017.10.23,150131,150488,149472,149690,103106
211,2017.10.24,149690,150088,149129,149508,107209
212,2017.10.25,149508,151393,149281,150756,128671
213,2017.10.26,150756,150897,149761,149972,111626
214,2017.10.27,149980,150035,148879,149207,110889
215,2017.10.30,149162,150013,149087,149459,91492
216,2017.10.31,149456,151067,149190,150932,102507
217,2017.11.01,150911,151934,150871,151200,115492
218,2017.11.02,151200,151514,148663,148943,122611
219,2017.11.03,148943,149535,148705,149109,99576
220,2017.11.06,148978,149899,148975,149725,106999
221,2017.11.07,149725,150322,149653,150057,104996
222,2017.11.08,150057,150110,148538,149302,98576
223,2017.11.09,149302,149694,148438,149132,138712
224,2017.11.10,149132,149998,148835,149712,114331
225,2017.11.13,149407,149673,148056,149000,110128
226,2017.11.14,149000,149567,148617,149348,115058
227,2017.11.15,149348,149359,148097,148626,155853
228,2017.11.16,148626,149457,148506,149142,122339
229,2017.11.17,149142,149318,147930,148126,133449
230,2017.11.20,148169,149230,147630,149034,134629
231,2017.11.21,149034,149368,148614,148814,109583
232,2017.11.22,148814,148966,148013,148156,112292
233,2017.11.23,148156,148477,147809,147969,81459
234,2017.11.24,147970,148983,147889,148575,99592
235,2017.11.27,148535,148865,147834,147911,121972
236,2017.11.28,147911,149281,146971,148652,146532
237,2017.11.29,148627,150437,148582,150048,153745
